顾客编号,大类编码,大类名称,中类编码,中类名称,小类编码,小类名称,销售日期,销售月份,商品编码,规格型号,商品类型,单位,销售数量,商品单价,销售金额,是否促销
10,12,蔬果,1201,蔬菜,120101,叶菜,20150120,201501,DW-1201010021,散称,生鲜,千克,0.277,6.56,1.81712,否
10,20,粮油,2014,酱菜类,201401,榨菜,20150120,201501,DW-2014010035,128g,一般商品,袋,3,1.7,5.1,否
10,20,粮油,2006,五谷杂粮,200602,袋装白米,20150120,201501,DW-2006020029,10Kg,一般商品,袋,1,71.9,71.9,否
10,12,蔬果,1201,蔬菜,120101,叶菜,20150120,201501,DW-1201010018,散称,生鲜,千克,0.385,12,4.62,否
10,31,家居,3126,粘合用品,312601,粘钩,20150120,201501,DW-3126010232,GA1149,一般商品,个,1,17,17,否
10,12,蔬果,1201,蔬菜,120102,根茎,20150120,201501,DW-1201020037,散称,生鲜,千克,0.322,3.96,1.27512,否
10,34,针织,3415,毛巾,341506,花色面巾,20150120,201501,DW-3415060087,30*30,一般商品,条,1,4.9,4.9,否
10,12,蔬果,1201,蔬菜,120101,叶菜,20150305,201503,DW-1201010001,散称,生鲜,千克,0.18,5.56,1.0008,否
10,12,蔬果,1201,蔬菜,120105,鲜调味,20150305,201503,DW-1201050004,散称,生鲜,千克,0.25,5.98,1.495,否
10,33,文体,3323,本类,332303,记事本,20150305,201503,DW-3323030097,9516,一般商品,本,1,9.3,9.3,否
10,20,粮油,2012,调味油,201201,芝麻油,20150305,201503,DW-2012010020,150mL,一般商品,瓶,1,11.7,11.7,否
10,12,蔬果,1201,蔬菜,120102,根茎,20150305,201503,DW-1201020013,散称,生鲜,千克,0.456,4,1.824,否
10,20,粮油,2006,五谷杂粮,200602,袋装白米,20150305,201503,DW-2006020016,10kg,一般商品,袋,1,76.9,76.9,否
10,12,蔬果,1201,蔬菜,120102,根茎,20150305,201503,DW-1201020010,散称,生鲜,千克,0.484,3.8,1.8392,否
10,20,粮油,2014,酱菜类,201405,腐乳,20150311,201503,DW-2014050029,335g,一般商品,瓶,1,6.3,6.3,否
10,12,蔬果,1201,蔬菜,120105,鲜调味,20150311,201503,DW-1201050255,散称,生鲜,千克,0.18,9.6,1.728,否
10,12,蔬果,1201,蔬菜,120101,叶菜,20150311,201503,DW-1201010001,散称,生鲜,千克,0.202,5.56,1.12312,否
10,22,休闲,2201,饼干,220104,曲奇,20150311,201503,DW-2201040010,50g,一般商品,盒,1,4.3,4.3,否
11,12,蔬果,1201,蔬菜,120104,花果,20150101,201501,DW-1201040016,散称,生鲜,千克,0.784,1.6,1.2544,否
11,12,蔬果,1201,蔬菜,120104,花果,20150101,201501,DW-1201040035,散称,生鲜,千克,0.401,9.6,3.8496,否
11,13,熟食,1302,卤制熟食,130201,卤制畜类,20150101,201501,DW-1302010084,散称,联营商品,kg,0.258,80,20.64,否
11,13,熟食,1302,卤制熟食,130201,卤制畜类,20150101,201501,DW-1302010083,散称,联营商品,kg,0.178,40,7.12,否
11,12,蔬果,1201,蔬菜,120104,花果,20150101,201501,DW-1201040042,散称,生鲜,千克,0.496,7.8,3.8688,否
11,12,蔬果,1201,蔬菜,120102,根茎,20150101,201501,DW-1201020043,散称,生鲜,千克,0.804,1.8,1.4472,否
11,12,蔬果,1201,蔬菜,120104,花果,20150101,201501,DW-1201040010,散称,生鲜,千克,0.851,2.58,2.19558,否
11,12,蔬果,1203,水果,120306,桃/李类,20150101,201501,DW-1203060094,散称,生鲜,KG,0.348,9.96,3.46608,否
11,12,蔬果,1201,蔬菜,120104,花果,20150101,201501,DW-1201040027,散称,生鲜,千克,0.648,9.96,6.45408,否
12,15,日配,1521,蛋类,152101,新鲜蛋品,20150101,201501,DW-1521010005,散称,一般商品,千克,0.744,6.78,5.04432,否
12,20,粮油,2007,南北干货,200706,红枣,20150101,201501,DW-2007060065,散称,一般商品,kg,0.366,37.8,13.8348,是
12,13,熟食,1308,现制中式面点,130801,现制蒸类,20150101,201501,DW-1308010191,散称,生鲜,千克,0.53,6,3.18,否
12,30,洗化,3016,纸制品,301608,软抽纸巾,20150101,201501,DW-3016080114,200抽*3,一般商品,提,1,9.7,9.7,是
12,12,蔬果,1201,蔬菜,120101,叶菜,20150101,201501,DW-1201010019,散称,生鲜,千克,2.862,1.96,5.60952,否
12,12,蔬果,1201,蔬菜,120102,根茎,20150102,201501,DW-1201020361,散称,生鲜,kg,0.21,56,11.76,否
12,20,粮油,2011,液体调料,201103,凉拌酱油,20150102,201501,DW-2011030010,350mL,一般商品,袋,5,1.3,6.5,否
12,12,蔬果,1201,蔬菜,120102,根茎,20150102,201501,DW-1201020005,散称,生鲜,千克,0.704,6.56,4.61824,否
12,12,蔬果,1201,蔬菜,120101,叶菜,20150102,201501,DW-1201010009,散称,生鲜,千克,0.666,6.56,4.36896,否
12,20,粮油,2007,南北干货,200704,蔬菜,20150102,201501,DW-2007040026,散称,一般商品,kg,0.346,19.8,6.8508,否
12,10,肉禽,1001,猪肉,100104,猪骨,20150103,201501,DW-1001040135,散称,生鲜,千克,1.184,25.6,30.3104,否
12,20,粮油,2007,南北干货,200709,粉丝/条,20150103,201501,DW-2007090045,散称,一般商品,kg,0.544,6.8,3.6992,否
12,22,休闲,2204,蜜饯,220405,山楂,20150104,201501,DW-2204050120,散称,一般商品,kg,0.168,25.8,4.3344,否
12,20,粮油,2007,南北干货,200705,桂圆,20150104,201501,DW-2007050037,散称,一般商品,kg,0.274,19.8,5.4252,是
12,30,洗化,3016,纸制品,301603,无芯纸,20150104,201501,DW-3016030050,40±2张,一般商品,包,1,1.7,1.7,否
12,30,洗化,3016,纸制品,301603,无芯纸,20150104,201501,DW-3016030153,120节*10卷,一般商品,提,1,10.9,10.9,是
12,20,粮油,2010,食用油,201001,大豆油,20150105,201501,DW-2010010048,5L,一般商品,桶,1,49.9,49.9,是
12,20,粮油,2007,南北干货,200701,木耳,20150105,201501,DW-2007010021,散称,一般商品,kg,0.078,89.8,7.0044,否
12,13,熟食,1308,现制中式面点,130801,现制蒸类,20150105,201501,DW-1308010191,散称,生鲜,千克,0.437,6,2.622,否
12,20,粮油,2006,五谷杂粮,200602,袋装白米,20150105,201501,DW-2006020128,10kg,一般商品,袋,1,49.9,49.9,是
12,10,肉禽,1001,猪肉,100104,猪骨,20150105,201501,DW-1001040135,散称,生鲜,千克,1.184,25.6,30.3104,否
12,12,蔬果,1201,蔬菜,120104,花果,20150106,201501,DW-1201040049,散称,生鲜,千克,1.446,5.8,8.3868,否
12,12,蔬果,1201,蔬菜,120104,花果,20150106,201501,DW-1201040010,散称,生鲜,千克,0.74,2.58,1.9092,否
12,15,日配,1521,蛋类,152101,新鲜蛋品,20150106,201501,DW-1521010005,散称,一般商品,千克,0.788,6.78,5.34264,否
12,12,蔬果,1201,蔬菜,120104,花果,20150106,201501,DW-1201040035,散称,生鲜,千克,0.306,9.6,2.9376,否
12,10,肉禽,1001,猪肉,100105,调味猪肉,20150106,201501,DW-1001050039,散称,生鲜,Kg,0.001,19.6,0.0196,否
12,22,休闲,2203,膨化点心,220301,米制点心,20150106,201501,DW-2203010104,散称,一般商品,KG,0.126,27.8,3.5028,是
12,15,日配,1521,蛋类,152101,新鲜蛋品,20150106,201501,DW-1521010043,散称,一般商品,千克,0.362,8.5,3.077,否
12,15,日配,1521,蛋类,152101,新鲜蛋品,20150107,201501,DW-1521010005,散称,一般商品,千克,0.802,6.78,5.43756,否
12,20,粮油,2006,五谷杂粮,200603,常规面粉,20150107,201501,DW-2006030214,5kg,一般商品,袋,1,21.9,21.9,是
12,10,肉禽,1001,猪肉,100101,鲜猪肉,20150107,201501,DW-1001010205,散称,生鲜,千克,0.834,19.8,16.5132,否
12,12,蔬果,1201,蔬菜,120102,根茎,20150107,201501,DW-1201020037,散称,生鲜,千克,0.678,3.96,2.68488,否
12,12,蔬果,1203,水果,120303,梨类,20150107,201501,DW-1203030177,散称,生鲜,KG,1.884,3.18,5.99112,否
12,12,蔬果,1201,蔬菜,120102,根茎,20150108,201501,DW-1201020361,散称,生鲜,kg,1.494,56,83.664,否
12,12,蔬果,1201,蔬菜,120102,根茎,20150108,201501,DW-1201020005,散称,生鲜,千克,1.552,6.56,10.18112,否
12,12,蔬果,1201,蔬菜,120102,根茎,20150108,201501,DW-1201020365,散称,生鲜,千克,1.49,3.96,5.9004,否
12,12,蔬果,1201,蔬菜,120102,根茎,20150108,201501,DW-1201020008,散称,生鲜,千克,0.572,5.8,3.3176,否
12,22,休闲,2203,膨化点心,220301,米制点心,20150108,201501,DW-2203010104,散称,一般商品,KG,0.068,27.8,1.8904,是
12,12,蔬果,1201,蔬菜,120101,叶菜,20150108,201501,DW-1201010009,散称,生鲜,千克,0.75,6.56,4.92,否
12,13,熟食,1308,现制中式面点,130801,现制蒸类,20150109,201501,DW-1308010191,散称,生鲜,千克,0.756,6,4.536,否
12,10,肉禽,1001,猪肉,100101,鲜猪肉,20150109,201501,DW-1001010195,散称,生鲜,千克,0.332,27.8,9.2296,否
12,20,粮油,2006,五谷杂粮,200607,杂粮,20150110,201501,DW-2006070065,散称,一般商品,千克,0.781,5.9,4.6079,否
12,20,粮油,2014,酱菜类,201499,其它酱菜,20150110,201501,DW-2014990344,散称,一般商品,kg,0.332,9.8,3.2536,否
12,12,蔬果,1201,蔬菜,120104,花果,20150111,201501,DW-1201040049,散称,生鲜,千克,1.536,5.8,8.9088,否
12,12,蔬果,1201,蔬菜,120101,叶菜,20150111,201501,DW-1201010019,散称,生鲜,千克,2.954,1.96,5.78984,否
12,12,蔬果,1201,蔬菜,120105,鲜调味,20150111,201501,DW-1201050011,散称,生鲜,千克,0.73,6.56,4.7888,否
12,13,熟食,1306,中式熟菜,130603,中式水产熟菜,20150111,201501,DW-1306030023,散称,生鲜,kg,0.284,28,7.952,否
12,12,蔬果,1201,蔬菜,120106,菌菇类,20150112,201501,DW-1201060010,散称,生鲜,千克,0.206,9,1.854,否
12,20,粮油,2006,五谷杂粮,200607,杂粮,20150112,201501,DW-2006070065,散称,一般商品,千克,0.864,5.9,5.0976,否
12,10,肉禽,1001,猪肉,100104,猪骨,20150112,201501,DW-1001040133,散称,生鲜,千克,1.124,25.8,28.9992,否
12,20,粮油,2008,调味料,200803,鸡精,20150112,201501,DW-2008030028,227g,一般商品,袋,1,13.3,13.3,否
12,15,日配,1521,蛋类,152101,新鲜蛋品,20150112,201501,DW-1521010043,散称,一般商品,千克,0.288,8.5,2.448,否
12,12,蔬果,1201,蔬菜,120101,叶菜,20150121,201501,DW-1201010019,散称,生鲜,千克,0.902,1.96,1.76792,否
12,10,肉禽,1001,猪肉,100101,鲜猪肉,20150121,201501,DW-1001010205,散称,生鲜,千克,0.958,19.8,18.9684,否
12,10,肉禽,1001,猪肉,100104,猪骨,20150121,201501,DW-1001040131,散称,生鲜,千克,1.16,23.8,27.608,否
12,12,蔬果,1201,蔬菜,120105,鲜调味,20150121,201501,DW-1201050011,散称,生鲜,千克,0.634,6.56,4.15904,否
12,20,粮油,2006,五谷杂粮,200601,散称白米,20150121,201501,DW-2006010001,散称,一般商品,千克,3.834,4.2,16.1028,否
12,12,蔬果,1201,蔬菜,120102,根茎,20150121,201501,DW-1201020037,散称,生鲜,千克,0.728,3.96,2.88288,否
12,20,粮油,2005,煮食面/粉,200599,其他煮食面/粉,20150121,201501,DW-2005990031,散称,一般商品,kg,0.342,10.8,3.6936,否
12,20,粮油,2007,南北干货,200709,粉丝/条,20150121,201501,DW-2007090045,散称,一般商品,kg,0.504,6.8,3.4272,是
12,12,蔬果,1201,蔬菜,120102,根茎,20150122,201501,DW-1201020043,散称,生鲜,千克,1.982,1.8,3.5676,否
12,12,蔬果,1203,水果,120303,梨类,20150122,201501,DW-1203030177,散称,生鲜,KG,1.68,3.18,5.3424,否
12,20,粮油,2011,液体调料,201103,凉拌酱油,20150122,201501,DW-2011030010,350mL,一般商品,袋,2,1.3,2.6,否
12,13,熟食,1306,中式熟菜,130603,中式水产熟菜,20150122,201501,DW-1306030023,散称,生鲜,kg,0.358,28,10.024,否
12,12,蔬果,1205,其它加工,120501,咸菜干货,20150122,201501,DW-1205010021,散称,生鲜,kg,1.209,2,2.418,否
12,12,蔬果,1201,蔬菜,120102,根茎,20150122,201501,DW-1201020029,散称,生鲜,千克,1.158,3.96,4.58568,否
12,12,蔬果,1201,蔬菜,120107,有机蔬菜,20150122,201501,DW-1201070001,散称,生鲜,KG,0.686,5,3.43,否
12,22,休闲,2204,蜜饯,220405,山楂,20150126,201501,DW-2204050026,350g,一般商品,袋,1,5.5,5.5,否
12,12,蔬果,1201,蔬菜,120101,叶菜,20150126,201501,DW-1201010018,散称,生鲜,千克,0.532,12,6.384,否
12,12,蔬果,1201,蔬菜,120102,根茎,20150126,201501,DW-1201020365,散称,生鲜,千克,1.064,3.96,4.21344,否
12,15,日配,1521,蛋类,152101,新鲜蛋品,20150126,201501,DW-1521010005,散称,一般商品,千克,0.524,6.78,3.55272,否
12,30,洗化,3002,浴厕厨清洁剂,300204,厨房清洁剂,20150126,201501,DW-3002040062,550g,一般商品,瓶,1,6.9,6.9,是
12,22,休闲,2204,蜜饯,220405,山楂,20150128,201501,DW-2204050120,散称,一般商品,kg,0.178,25.8,4.5924,是
12,12,蔬果,1201,蔬菜,120101,叶菜,20150129,201501,DW-1201010019,散称,生鲜,千克,1.728,1.96,3.38688,否
12,12,蔬果,1201,蔬菜,120102,根茎,20150129,201501,DW-1201020008,散称,生鲜,千克,0.326,5.8,1.8908,否
12,13,熟食,1306,中式熟菜,130603,中式水产熟菜,20150129,201501,DW-1306030023,散称,生鲜,kg,0.372,28,10.416,否
12,13,熟食,1308,现制中式面点,130801,现制蒸类,20150129,201501,DW-1308010191,散称,生鲜,千克,0.892,6,5.352,否
12,34,针织,3402,女内衣裤,340205,女内衣裤套装,20150216,201502,DW-3402051102,L-XXL,一般商品,套,1,109,109,否
12,10,肉禽,1001,猪肉,100101,鲜猪肉,20150217,201502,DW-1001010204,散称,生鲜,千克,1.628,25.8,42.0024,否
12,10,肉禽,1001,猪肉,100101,鲜猪肉,20150217,201502,DW-1001010204,散称,生鲜,千克,0.874,25.8,22.5492,否
12,12,蔬果,1203,水果,120310,水果礼盒,20150217,201502,DW-1203100198,计量,生鲜,盒,1,59,59,否
12,12,蔬果,1201,蔬菜,120105,鲜调味,20150217,201502,DW-1201050011,散称,生鲜,千克,0.23,6.56,1.5088,否
12,10,肉禽,1001,猪肉,100101,鲜猪肉,20150217,201502,DW-1001010196,散称,生鲜,千克,1.052,27.8,29.2456,否
12,22,休闲,2203,膨化点心,220306,综合包,20150217,201502,DW-2203060010,650g,一般商品,袋,1,33.9,33.9,是
12,12,蔬果,1203,水果,120313,其它水果,20150218,201502,DW-1203130446,散称,生鲜,KG,1.022,30,30.66,否
12,12,蔬果,1201,蔬菜,120101,叶菜,20150218,201502,DW-1201010004,散称,生鲜,千克,0.266,5.6,1.4896,否
12,12,蔬果,1201,蔬菜,120102,根茎,20150218,201502,DW-1201020008,散称,生鲜,千克,0.314,5.8,1.8212,否
12,12,蔬果,1201,蔬菜,120104,花果,20150218,201502,DW-1201040049,散称,生鲜,千克,0.722,5.8,4.1876,否
12,12,蔬果,1201,蔬菜,120105,鲜调味,20150218,201502,DW-1201050007,散称,生鲜,千克,0.228,15.6,3.5568,否
12,12,蔬果,1201,蔬菜,120104,花果,20150218,201502,DW-1201040035,散称,生鲜,千克,0.448,9.6,4.3008,否
12,12,蔬果,1201,蔬菜,120102,根茎,20150218,201502,DW-1201020008,散称,生鲜,千克,0.28,5.8,1.624,否
12,12,蔬果,1201,蔬菜,120106,菌菇类,20150218,201502,DW-1201060009,散称,生鲜,千克,0.478,7.47,3.57066,否
12,12,蔬果,1201,蔬菜,120101,叶菜,20150218,201502,DW-1201010004,散称,生鲜,千克,0.374,5.6,2.0944,否
12,12,蔬果,1201,蔬菜,120101,叶菜,20150218,201502,DW-1201010004,散称,生鲜,千克,0.772,5.6,4.3232,否
12,12,蔬果,1201,蔬菜,120101,叶菜,20150218,201502,DW-1201010005,散称,生鲜,千克,0.566,5.8,3.2828,否
12,22,休闲,2201,饼干,220106,钙奶,20150218,201502,DW-2201060001,120g,一般商品,袋,1,2.7,2.7,否
12,34,针织,3407,女袜,340701,女棉长/短筒袜,20150218,201502,DW-3407010555,22-25CM,一般商品,双,1,6,6,是
12,12,蔬果,1201,蔬菜,120102,根茎,20150218,201502,DW-1201020037,散称,生鲜,千克,0.272,3.96,1.07712,否
12,12,蔬果,1201,蔬菜,120102,根茎,20150218,201502,DW-1201020013,散称,生鲜,千克,0.434,4,1.736,否
12,12,蔬果,1201,蔬菜,120105,鲜调味,20150218,201502,DW-1201050011,散称,生鲜,千克,0.848,6.56,5.56288,否
12,20,粮油,2007,南北干货,200706,红枣,20150221,201502,DW-2007060092,450g,一般商品,袋,1,13.3,13.3,是
12,23,酒饮,2309,啤酒,230901,国产黄啤,20150221,201502,DW-2309010072,2.5%568ml,一般商品,瓶,12,5.9,70.8,否
12,12,蔬果,1203,水果,120313,其它水果,20150221,201502,DW-1203130446,散称,生鲜,KG,0.494,30,14.82,否
12,23,酒饮,2310,葡萄/果酒,231099,其他葡萄果酒,20150221,201502,DW-2310990014,9%720ml,一般商品,瓶,1,13.9,13.9,否
12,23,酒饮,2310,葡萄/果酒,231007,水果酒,20150221,201502,DW-2310070031,5%330ml,一般商品,瓶,1,15.3,15.3,否
12,34,针织,3403,男内衣裤,340301,盒装男内裤,20150221,201502,DW-3403010649,L-XXXL,一般商品,盒,1,20,20,否
12,23,酒饮,2310,葡萄/果酒,231007,水果酒,20150221,201502,DW-2310070028,5%330ml,一般商品,瓶,1,15,15,否
12,13,熟食,1301,凉拌熟食,130101,凉拌素食,20150302,201503,DW-1301010076,散称,联营商品,kg,0.546,20,10.92,否
12,12,蔬果,1201,蔬菜,120101,叶菜,20150302,201503,DW-1201010019,散称,生鲜,千克,2.281,1.96,4.47076,否
12,12,蔬果,1201,蔬菜,120104,花果,20150303,201503,DW-1201040026,散称,生鲜,千克,1.244,1.98,2.46312,否
12,12,蔬果,1201,蔬菜,120101,叶菜,20150303,201503,DW-1201010004,散称,生鲜,千克,1.102,5.6,6.1712,否
12,13,熟食,1308,现制中式面点,130803,现制烙类,20150303,201503,DW-1308030035,个,生鲜,个,2,1,2,否
12,12,蔬果,1201,蔬菜,120106,菌菇类,20150304,201503,DW-1201060004,散称,生鲜,千克,0.568,16.8,9.5424,否
12,12,蔬果,1203,水果,120313,其它水果,20150304,201503,DW-1203130446,散称,生鲜,KG,0.836,30,25.08,否
12,10,肉禽,1001,猪肉,100101,鲜猪肉,20150304,201503,DW-1001010205,散称,生鲜,千克,0.912,19.8,18.0576,否
12,13,熟食,1301,凉拌熟食,130101,凉拌素食,20150305,201503,DW-1301010076,散称,联营商品,kg,0.298,20,5.96,否
12,12,蔬果,1203,水果,120313,其它水果,20150305,201503,DW-1203130446,散称,生鲜,KG,0.418,30,12.54,否
12,20,粮油,2014,酱菜类,201499,其它酱菜,20150305,201503,DW-2014990344,散称,一般商品,kg,0.572,9.8,5.6056,否
12,13,熟食,1308,现制中式面点,130801,现制蒸类,20150305,201503,DW-1308010191,散称,生鲜,千克,0.692,6,4.152,否
12,12,蔬果,1201,蔬菜,120104,花果,20150306,201503,DW-1201040010,散称,生鲜,千克,0.354,2.58,0.91332,否
12,12,蔬果,1201,蔬菜,120106,菌菇类,20150306,201503,DW-1201060004,散称,生鲜,千克,0.73,16.8,12.264,否
12,12,蔬果,1201,蔬菜,120101,叶菜,20150306,201503,DW-1201010023,散称,生鲜,千克,1.187,2.56,3.03872,否
12,12,蔬果,1201,蔬菜,120105,鲜调味,20150309,201503,DW-1201050011,散称,生鲜,千克,0.752,6.56,4.93312,否
12,15,日配,1521,蛋类,152104,咸蛋,20150309,201503,DW-1521040033,散称,一般商品,千克,0.336,19,6.384,否
12,12,蔬果,1201,蔬菜,120101,叶菜,20150309,201503,DW-1201010004,散称,生鲜,千克,1.018,5.6,5.7008,否
12,13,熟食,1308,现制中式面点,130801,现制蒸类,20150309,201503,DW-1308010191,散称,生鲜,千克,1.49,6,8.94,否
12,20,粮油,2001,袋装速食面,200199,其他袋装面,20150311,201503,DW-2001990001,70g,一般商品,袋,3,1.3,3.9,是
12,12,蔬果,1201,蔬菜,120106,菌菇类,20150313,201503,DW-1201060010,散称,生鲜,千克,0.296,9,2.664,否
12,10,肉禽,1004,鸡产品,100401,整鸡,20150313,201503,DW-1004010015,只,生鲜,只,1,10.8,10.8,否
12,20,粮油,2011,液体调料,201103,凉拌酱油,20150314,201503,DW-2011030010,350mL,一般商品,袋,1,1.3,1.3,否
12,13,熟食,1308,现制中式面点,130801,现制蒸类,20150314,201503,DW-1308010191,散称,生鲜,千克,0.746,6,4.476,否
12,12,蔬果,1203,水果,120313,其它水果,20150314,201503,DW-1203130446,散称,生鲜,KG,0.792,30,23.76,否
12,12,蔬果,1201,蔬菜,120104,花果,20150314,201503,DW-1201040004,散称,生鲜,千克,0.91,5.8,5.278,否
12,12,蔬果,1203,水果,120313,其它水果,20150315,201503,DW-1203130446,散称,生鲜,KG,0.808,30,24.24,否
12,12,蔬果,1201,蔬菜,120102,根茎,20150315,201503,DW-1201020029,散称,生鲜,千克,0.377,3.96,1.49292,否
12,10,肉禽,1004,鸡产品,100401,整鸡,20150315,201503,DW-1004010015,只,生鲜,只,1,10.8,10.8,否
12,12,蔬果,1201,蔬菜,120101,叶菜,20150316,201503,DW-1201010023,散称,生鲜,千克,0.924,2.56,2.36544,否
12,12,蔬果,1201,蔬菜,120105,鲜调味,20150316,201503,DW-1201050011,散称,生鲜,千克,0.696,6.56,4.56576,否
12,13,熟食,1308,现制中式面点,130801,现制蒸类,20150316,201503,DW-1308010191,散称,生鲜,千克,1.18,6,7.08,否
12,12,蔬果,1201,蔬菜,120104,花果,20150316,201503,DW-1201040010,散称,生鲜,千克,0.99,2.58,2.5542,否
12,20,粮油,2006,五谷杂粮,200607,杂粮,20150316,201503,DW-2006070176,900g,一般商品,袋,1,14,14,否
12,15,日配,1518,常温乳品,151803,利乐砖营养奶,20150317,201503,DW-1518030007,250ml,一般商品,盒,1,3.3,3.3,否
12,12,蔬果,1203,水果,120313,其它水果,20150317,201503,DW-1203130342,散称,生鲜,KG,0.536,3.98,2.13328,否
12,11,水产,1102,冷冻水产,110203,冷冻虾蟹,20150321,201503,DW-1102030005,散称,生鲜,kg,0.346,31.8,11.0028,否
12,12,蔬果,1201,蔬菜,120101,叶菜,20150321,201503,DW-1201010023,散称,生鲜,千克,0.801,2.56,2.05056,否
12,12,蔬果,1203,水果,120302,苹果类,20150321,201503,DW-1203020164,散称,生鲜,KG,0.634,17.8,11.2852,否
12,30,洗化,3010,婴幼儿用品,301004,婴幼儿护肤用品,20150323,201503,DW-3010040031,25g,一般商品,袋,1,1.5,1.5,否
12,15,日配,1521,蛋类,152104,咸蛋,20150325,201503,DW-1521040033,散称,一般商品,千克,0.418,19,7.942,否
12,10,肉禽,1005,鸭产品,100502,分割鸭件,20150325,201503,DW-1005020002,散称,生鲜,千克,2.124,11.8,25.0632,否
